transaction_id,order_date,ship_date,order_total,product_category,discount_pct,region
TX1004970,25/02/2026,2026-03-02,397.34, electronics,0,West
TX1000155,2026-02-07,2026-02-16,1331.2,Software,20,South
TX1002085,01/15/2025,2025-01-23,477.64,electronics,10,North
TX1013163,20/03/2026,2026-03-26,1847.32,Office Supplies,25,South
TX1008455,19/10/2025,2025-10-27,1445.91,Furniture,5,North
TX1011289,11/18/2025,2025-11-24,60.57,Office Supplies,10,North
TX1013721,08/01/2025,2025-08-05,2720.0,Software,25,East
TX1014485,2025-11-08,2025-11-11,285.83,Electronics ,10,South
TX1001820,2025-02-19,2025-02-24,1178.1,Furniture,5,East
TX1006365,02/04/2026,2026-02-12,128.99,Services,25,North
TX1013044,2025-05-19,2025-05-23,2057.29,Furniture,20,West
TX1008674,20/04/2025,2025-04-22,1999.53,Software,10,East
TX1002833,03/29/2025,2025-04-08,2716.83,Software,0,West
TX1009950,15/09/2025,2025-09-21,1251.91,Services,20,East
TX1013507,04/09/2025,2025-09-13,857.39,Software,0,North
TX1001004,01/06/2026,2026-01-16,154.73,Furniture,15,West
TX1014284,01/05/2025,2025-01-08,2050.78,Furniture,25,East
TX1007209,2025-09-23,2025-09-27,2217.68,Software,5,Central
TX1008483,04/12/2025,2025-04-16,2232.23,Furniture,0,West
TX1008775,08/16/2025,2025-08-20,1687.9,Services,25,North
TX1002801,2025-07-04,2025-07-12,1786.9,Furniture,5,West
TX1002992,06/18/2025,2025-06-28,1007.62,Electronics,5,Central
TX1009041,20/05/2025,2025-05-25,931.66,Software,0,East
TX1007538,07/19/2025,2025-07-24,66.44,electronics,0,East
TX1007519,11/15/2025,2025-11-24,851.73,Office Supplies,5,East
TX1013294,2025-11-28,2025-11-30,1753.95,Services,5,East
TX1004989,2025-04-20,2025-04-22,328.07,Electronics ,0,North
TX1008376,2025-04-05,2025-04-12,825.61,Software,20,South
TX1009058,20/10/2025,2025-10-30,958.63,ELECTRONICS,20,Central
TX1006376,2025-12-04,2025-12-13,1834.75,Software,15,South
TX1011862,2025-07-08,2025-07-17,2597.22,Services,5,West
TX1003407,2025-03-02,2025-03-07,782.52,Services,10,West
TX1001473,2025-09-02,2025-09-04,1154.4,ELECTRONICS,25,South
TX1013970,2025-09-09,2025-09-12,2150.22,Software,25,North
TX1000564,23/02/2025,2025-03-05,2416.41,Services,15,West
TX1001526,06/19/2025,2025-06-22,1659.62,Services,25,Central
TX1001488,2026-03-02,2026-03-11,2208.58,Furniture,25,Central
TX1003695,2025-05-25,2025-05-27,1748.08,Office Supplies,20,North
TX1013005,2026-02-14,2026-02-19,2089.63,Software,10,North
TX1013121,04/09/2025,2025-09-09,462.87,electronics,25,South
TX1006939,18/01/2026,2026-01-20,1614.62,ELECTRONICS,15,East
TX1010852,11/13/2025,2025-11-23,1424.19,Office Supplies,0,Central
TX1003871,2025-01-13,2025-01-20,320.56,Office Supplies,0,West
TX1002391,2025-08-14,2025-08-21,1008.27,Software,15,Central
TX1006051,09/25/2025,2025-10-04,642.99,Software,25,West
TX1012346,07/20/2025,2025-07-29,972.37,Furniture,10,West
TX1012632,05/30/2025,2025-06-04,1817.5,Services,0,North
TX1004940,05/25/2025,2025-05-27,1078.92,Electronics,0,East
TX1000753,03/03/2026,2026-03-05,395.03,Electronics,10,North
TX1008598,2025-02-13,2025-02-19,1690.29,Office Supplies,20,South
TX1001715,2025-04-12,2025-04-13,2704.82,Furniture,10,North
TX1013199,12/18/2025,2025-12-26,780.19,Electronics ,25,South
TX1012472,03/01/2026,2026-01-11,412.73, electronics,0,North
TX1000002,2026-02-15,2026-02-16,311.24,Office Supplies,10,West
TX1001552,2025-01-27,2025-01-28,2334.84,Furniture,10,South
TX1011132,05/21/2025,2025-05-28,1524.93, electronics,20,East
TX1013817,06/18/2025,2025-06-28,1719.36,Services,20,Central
TX1007147,2025-02-07,2025-02-12,1819.78,Furniture,0,West
TX1012491,2025-09-22,2025-09-26,355.84,Office Supplies,10,North
TX1009553,2025-09-03,2025-09-02,2019.66,Services,10,West
TX1003613,12/31/2025,2026-01-09,883.86,Office Supplies,15,East
TX1000962,11/27/2025,2025-11-30,253.61,Furniture,5,South
TX1013055,08/03/2025,2025-03-14,687.61,Software,15,North
TX1008144,06/23/2025,2025-07-03,2734.77,Software,15,North
TX1003900,01/06/2025,2025-06-08,762.69,Office Supplies,20,East
TX1011050,2025-01-27,2025-02-04,1066.56,Furniture,0,East
TX1003150,2026-02-24,2026-03-03,764.61,Office Supplies,10,South
TX1008236,2025-09-29,2025-10-05,969.87,Services,25,Central
TX1006692,2025-01-06,2025-01-14,2018.71,Furniture,15,West
TX1001456,2025-09-29,2025-10-01,1312.17,Services,10,North
TX1009754,2025-09-18,2025-09-21,1250.08,ELECTRONICS,5,North
TX1007574,2025-06-29,2025-06-30,848.19,Services,10,East
TX1013063,06/12/2025,2025-06-20,2144.93,Furniture,5,North
TX1000042,01/17/2026,2026-01-18,2071.96,Furniture,25,North
TX1003776,13/10/2025,2025-10-20,-127.38,Office Supplies,5,West
TX1012311,07/28/2025,2025-08-03,1832.22,Services,10,East
TX1012030,2025-03-17,2025-03-21,1686.24,Furniture,10,West
TX1002144,08/01/2025,2025-01-16,1735.35,Services,5,Central
TX1008083,2025-09-17,2025-09-26,2216.12,Office Supplies,25,East
TX1007401,2025-11-21,2025-11-30,2112.74,Furniture,10,North
TX1007529,2025-02-18,2025-02-20,339.31,Services,5,Central
TX1011176,2026-03-11,2026-03-21,1377.75,Office Supplies,25,Central
TX1002441,12/29/2025,2026-01-06,2724.2,Office Supplies,10,North
TX1007816,18/02/2025,2025-02-28,692.92,Furniture,0,North
TX1006247,2026-01-22,2026-01-30,2686.5,Furniture,15,East
TX1010112,04/06/2025,2025-04-15,2520.44,Software,10,North
TX1012965,11/26/2025,2025-12-02,823.67,Services,15,North
TX1006178,25/03/2026,2026-04-03,370.6,Office Supplies,20,Central
TX1013793,06/23/2025,2025-06-30,1418.58,Software,25,South
TX1011858,03/16/2026,2026-03-18,1742.91,Office Supplies,10,West
TX1007954,2025-05-05,2025-05-10,548.65,electronics,25,Central
TX1005235,11/02/2026,2026-02-14,2348.39,Software,0,North
TX1008594,2026-01-16,2026-01-19,615.68,Furniture,0,East
TX1002246,05/08/2025,2025-05-17,698.52,Furniture,25,North
TX1005015,2026-03-05,2026-03-14,1648.7,Furniture,20,South
TX1003199,06/29/2025,2025-07-05,1846.17,Services,5,South
TX1011875,06/16/2025,2025-06-20,890.13,Office Supplies,5,Central
TX1005176,2025-07-24,2025-07-31,2699.45,Software,5,East
TX1014314,24/04/2025,2025-05-01,1310.35,Services,5,North
TX1011163,11/03/2026,2026-03-14,1243.02,Services,0,Central
TX1002173,06/06/2025,2025-06-10,1358.27,Software,10,South
TX1004576,03/15/2026,2026-03-22,1514.52,Services,15,South
TX1004373,01/05/2025,2025-01-09,1463.34,Services,15,East
TX1013776,10/03/2025,2025-10-11,643.98,Services,25,West
TX1013947,06/01/2026,2026-01-08,2658.43,Services,15,West
TX1014451,2025-09-14,2025-09-22,638.85,Software,25,West
TX1005688,17/05/2025,2025-05-25,1039.65,Furniture,15,South
TX1013698,2025-11-16,2025-11-24,1995.8,Furniture,5,Central
TX1001765,03/30/2025,2025-04-03,1269.93,electronics,0,East
TX1003627,2025-12-25,2025-12-31,95.85,Electronics ,5,Central
TX1009629,01/28/2026,2026-02-01,882.34,Office Supplies,15,South
TX1006073,2025-09-24,2025-10-01,1182.15,Office Supplies,15,North
TX1007025,02/11/2025,2025-02-13,2784.79,Software,0,Central
TX1001041,06/22/2025,2025-06-25,889.97,Furniture,5,North
TX1008024,2026-02-09,2026-02-18,1939.08,Office Supplies,5,East
TX1004949,2025-10-07,2025-10-11,2420.2,Services,0,West
TX1012237,2026-03-21,2026-03-26,196.67,Office Supplies,25,Central
TX1000036,10/18/2025,2025-10-25,847.9,Services,15,East
TX1001391,2025-03-23,2025-03-31,2182.65,Services,10,South
TX1001122,04/02/2025,2025-02-06,1730.23,Services,5,Central
TX1013801,08/21/2025,2025-08-30,1136.74,Furniture,5,North
TX1002881,2025-07-17,2025-07-20,2695.55,Office Supplies,5,East
TX1003581,06/22/2025,2025-06-30,2666.62, electronics,15,West
TX1006504,2025-03-15,2025-03-18,1934.54,Services,5,South
TX1008700,08/05/2025,2025-05-13,742.35,Office Supplies,0,North
TX1004941,02/08/2025,2025-08-12,934.09,Services,5,North
TX1007554,2025-10-29,2025-10-31,1302.12,Office Supplies,0,North
TX1009935,19/03/2025,2025-03-26,704.42,Office Supplies,0,East
TX1004664,09/13/2025,2025-09-23,2545.57, electronics,0,South
TX1013805,19/06/2025,2025-06-25,2631.38,Furniture,15,West
TX1001913,03/05/2026,2026-03-10,179.35,Software,5,Central
TX1013404,17/08/2025,2025-08-27,1771.94,electronics,0,Central
TX1009476,10/08/2025,2025-08-18,2100.91, electronics,5,East
TX1013847,02/09/2026,2026-02-17,15.72,Office Supplies,20,Central
TX1009584,2025-09-11,2025-09-18,2724.4,Software,5,Central
TX1005601,2025-12-22,2025-12-23,2790.78,Services,20,North
TX1008796,06/14/2025,2025-06-16,2593.59,Electronics ,20,North
TX1010242,2026-01-09,2026-01-10,2660.03,Software,10,East
TX1007891,2026-02-26,2026-03-06,1205.85,Furniture,20,North
TX1014055,25/01/2025,2025-01-29,2501.53,Electronics ,5,East
TX1002175,09/17/2025,2025-09-27,2329.07,Electronics,10,Central
TX1009616,2025-02-14,2025-02-24,1836.22,Services,15,South
TX1012079,22/05/2025,2025-05-28,2221.99,Electronics ,0,South
TX1010920,01/14/2026,2026-01-18,892.58,Furniture,20,East
TX1004015,06/09/2025,2025-09-16,1374.09,Software,0,East
TX1006496,03/26/2026,2026-04-04,1935.47,Services,25,North
TX1005744,13/03/2025,2025-03-20,1845.68,ELECTRONICS,25,East
TX1011152,2025-07-20,2025-07-21,2428.76,Services,25,North
TX1001663,30/05/2025,2025-06-06,2546.93,Software,20,West
TX1010861,2025-11-21,2025-11-23,817.05,Software,10,East
TX1002511,24/12/2025,2025-12-27,2510.55,ELECTRONICS,10,North
TX1004334,06/10/2025,2025-06-15,888.66,Office Supplies,5,Central
TX1008131,10/15/2025,2025-10-20,1839.46,Software,25,North
TX1005481,2025-01-28,2025-02-06,1505.05,Electronics,0,North
TX1009976,10/02/2025,2025-02-13,2470.34,Electronics,0,North
TX1009636,2025-09-25,2025-10-04,2147.51,Office Supplies,10,East
TX1010193,2025-06-02,2025-06-11,1450.0,Electronics ,25,North
TX1011089,2025-02-22,2025-02-28,423.16,Services,0,North
TX1006417,2025-05-26,2025-05-27,863.59,electronics,0,Central
TX1003014,11/19/2025,2025-11-20,2763.37,ELECTRONICS,15,West
TX1012072,2025-04-23,2025-04-25,2628.94,Office Supplies,25,South
TX1011459,08/10/2025,2025-08-12,64.97,Office Supplies,10,North
TX1008955,24/01/2026,2026-01-26,728.47,Software,15,West
TX1004956,2025-12-05,2025-12-10,2617.54,Services,25,East
TX1002016,2025-08-07,2025-08-09,1426.38,Software,10,West
TX1004524,2025-01-30,2025-02-04,2262.72,Electronics,10,East
TX1014503,02/20/2025,2025-02-24,1640.99,Software,0,East
TX1010636,06/09/2025,2025-09-12,1513.85,Furniture,20,West
TX1000285,03/10/2026,2026-03-17,2457.84,Office Supplies,0,South
TX1001600,12/24/2025,2025-12-28,2405.43,Office Supplies,25,South
TX1001835,24/02/2025,2025-02-25,696.42,Furniture,10,West
TX1010145,02/23/2025,2025-03-02,2697.09,Services,20,West
TX1010918,02/23/2025,2025-02-28,996.48,Office Supplies,5,Central
TX1008412,06/02/2025,2025-02-10,43.15,Services,25,North
TX1010239,18/03/2026,2026-03-25,1779.47,Furniture,5,Central
TX1001476,2026-03-26,2026-04-02,2689.22,Office Supplies,5,West
TX1013031,2025-03-15,2025-03-20,396.5,Office Supplies,5,East
TX1011562,2025-01-23,2025-01-29,821.01,Software,25,South
TX1006798,02/07/2025,2025-02-17,2002.68,Office Supplies,10,Central
TX1000284,08/03/2026,2026-03-10,337.63,Office Supplies,15,South
TX1013539,12/01/2025,2025-12-08,1774.96,Furniture,15,Central
TX1005827,02/10/2026,2026-02-11,1280.16,Software,15,South
TX1002625,27/01/2026,2026-02-01,40.92,Office Supplies,25,South
TX1009968,2025-10-28,2025-10-30,215.84,Office Supplies,5,West
TX1004272,2025-10-31,2025-11-10,1026.21,Furniture,0,West
TX1013865,03/27/2026,2026-04-01,510.57,Software,0,East
TX1006257,01/04/2026,2026-01-08,679.31,Office Supplies,25,South
TX1009992,30/12/2025,2026-01-05,1059.18,Services,0,Central
TX1006987,08/03/2026,2026-03-18,2263.37,Software,25,West
TX1004671,03/08/2026,2026-03-17,1516.77,Furniture,0,Central
TX1002600,08/13/2025,2025-08-23,1442.68,Services,10,Central
TX1010519,09/01/2026,2026-01-19,2004.96,Software,5,Central
TX1010052,05/19/2025,2025-05-28,2057.57,ELECTRONICS,10,East
TX1002480,2025-04-13,2025-04-14,1311.9,ELECTRONICS,25,West
TX1006158,03/23/2025,2025-04-02,2750.11,Software,10,South
TX1010526,28/03/2025,2025-03-31,1754.14,ELECTRONICS,25,South
TX1000377,12/10/2025,2025-10-16,2613.68,Software,0,North
TX1007650,09/11/2025,2025-11-15,270.29,Services,0,Central
TX1014575,2025-01-13,2025-01-14,2530.66,Services,0,East
TX1002497,24/07/2025,2025-07-31,320.89,Services,15,North
TX1001013,15/04/2025,2025-04-21,1042.62,Software,20,East
TX1005552,06/16/2025,2025-06-25,2432.74,Services,15,Central
TX1014038,2025-07-04,2025-07-07,255.82,Electronics ,20,Central
TX1006815,01/04/2025,2025-01-11,1092.85,Furniture,15,East
TX1005069,07/28/2025,2025-08-02,567.56,Software,15,Central
TX1009996,20/03/2025,2025-03-27,2307.04,Office Supplies,20,West
TX1007071,2025-11-24,2025-11-28,302.4,Services,25,South
TX1012812,2025-09-11,2025-09-19,1585.23,Furniture,15,West
TX1009620,02/15/2025,2025-02-24,1520.37,ELECTRONICS,10,South
TX1007515,13/04/2025,2025-04-15,1598.49,Software,15,West
TX1001064,2025-06-28,2025-07-02,108.88,Software,15,West
TX1000825,2025-03-30,2025-04-03,2544.72,Software,10,West
TX1012724,12/09/2025,2025-09-19,351.52, electronics,0,West
TX1011388,31/07/2025,2025-08-10,1297.49,Services,20,West
TX1000365,2025-06-29,2025-07-01,1353.01,Furniture,15,West
TX1002476,2026-02-28,2026-03-04,19.22,Services,10,North
TX1010581,2025-10-25,2025-10-31,92.87,Furniture,5,South
TX1004567,27/08/2025,2025-09-06,426.8,Services,25,Central
TX1004820,25/01/2025,2025-01-31,2500.42,Services,5,West
TX1001356,2025-12-11,2025-12-20,2209.4,Furniture,0,West
TX1005797,20/01/2026,2026-01-26,1040.19,Furniture,15,Central
TX1009682,11/07/2025,2025-07-20,985.11, electronics,20,South
TX1006847,02/23/2026,2026-03-03,869.39,Furniture,10,West
TX1001046,2025-09-13,2025-09-14,1661.22,Office Supplies,15,West
TX1012442,2025-06-21,2025-06-23,1949.12,Office Supplies,5,East
TX1013749,2025-11-06,2025-11-08,2684.85,Furniture,10,South
TX1013569,2025-05-26,2025-05-30,1184.31,Services,25,Central
TX1003592,04/09/2025,2025-09-12,1590.62,ELECTRONICS,0,North
TX1002706,01/27/2025,2025-02-05,1498.7,Software,20,North
TX1007806,21/02/2026,2026-02-28,395.15,Software,15,East
TX1011557,2026-03-27,2026-03-31,2424.53,Office Supplies,20,Central
TX1007507,10/13/2025,2025-10-17,1188.67,Furniture,5,East
TX1009869,09/28/2025,2025-09-29,2796.79,Electronics,15,Central
TX1013095,08/14/2025,2025-08-22,2107.86,Software,25,South
TX1011894,08/23/2025,2025-08-24,1874.34,Furniture,25,West
TX1014375,22/03/2025,2025-03-24,2302.94,Services,10,West
TX1010979,2025-04-11,2025-04-16,1930.56,Software,0,Central
TX1007421,11/17/2025,2025-11-23,538.96,Office Supplies,0,West
TX1011793,11/02/2025,2025-11-07,2403.45,Software,10,South
TX1001329,2025-12-19,2025-12-22,147.67,electronics,5,Central
TX1010564,05/12/2025,2025-05-20,125.73,Electronics ,0,East
TX1003395,02/01/2025,2025-02-03,1297.67,ELECTRONICS,10,South
TX1004693,12/08/2025,2025-12-14,2477.16,electronics,10,East
TX1002996,20/06/2025,2025-06-21,1929.09,Furniture,5,East
TX1006871,2025-02-16,2025-02-19,665.39,Office Supplies,25,South
TX1005109,03/25/2026,2026-03-31,2194.72,Software,0,South
TX1007698,2025-04-19,2025-04-25,2703.28,Furniture,5,North
TX1006305,05/09/2025,2025-05-12,1581.23,Services,5,North
TX1007400,05/11/2025,2025-11-11,2243.95,Furniture,20,North
TX1000961,2025-07-05,2025-07-08,2299.64,Software,10,East
TX1006932,2025-06-17,2025-06-21,1235.84,Furniture,20,West
TX1006726,2025-09-27,2025-10-02,2662.16,Services,15,Central
TX1004625,2026-02-10,2026-02-14,2249.52,Office Supplies,20,South
TX1013180,2026-01-08,2026-01-15,1454.05,Furniture,25,Central
TX1001305,2025-04-18,2025-04-25,2557.7,Office Supplies,25,South
TX1004243,06/04/2025,2025-06-14,178.12,Furniture,0,Central
TX1013413,2025-10-17,2025-10-23,1213.0,Services,10,West
TX1005232,2025-01-24,2025-01-28,1171.07,ELECTRONICS,5,North
TX1000814,31/01/2025,2025-02-05,1557.31,Office Supplies,5,East
TX1001384,2026-01-05,2026-01-13,384.96,ELECTRONICS,25,West
TX1008077,01/25/2026,2026-02-01,1657.21,Office Supplies,5,North
TX1005740,01/05/2025,2025-01-07,531.09,Services,10,North
TX1005924,09/14/2025,2025-09-18,171.5,ELECTRONICS,15,South
TX1008331,03/30/2025,2025-04-02,1404.35,Software,15,North
TX1003965,01/09/2025,2025-09-08,1485.9,Office Supplies,15,West
TX1014232,04/12/2025,2025-04-14,1812.34,Services,10,Central
TX1003309,2025-11-16,2025-11-26,1282.7,Electronics ,15,South
TX1003618,03/06/2025,2025-03-10,2430.69, electronics,0,North
TX1011364,2025-02-11,2025-02-18,1219.5,Software,25,East
TX1013128,11/12/2025,2025-12-19,1175.06,Furniture,10,South
TX1001462,2025-03-24,2025-03-31,218.98,Software,5,Central
TX1004900,2025-08-04,2025-08-13,1969.14,Services,10,Central
TX1009942,2025-04-19,2025-04-27,2737.11,Services,0,Central
TX1014625,27/10/2025,2025-10-30,2608.93,Office Supplies,0,South
TX1005747,02/11/2026,2026-02-19,2407.22,Furniture,0,South
TX1004124,2025-07-28,2025-07-31,262.92,Software,25,West
TX1007637,2025-06-21,2025-06-24,1890.49,Furniture,0,West
TX1006404,2025-06-08,2025-06-10,974.0,Office Supplies,5,Central
TX1000537,12/12/2025,2025-12-17,1805.91,Software,5,South
TX1003077,2025-10-01,2025-09-27,1328.2,Software,15,East
TX1003913,2025-05-18,2025-05-26,44.89,Services,20,East
TX1006019,26/06/2025,2025-07-02,2619.54,Services,0,East
TX1010665,2025-02-12,2025-02-16,2100.87,Furniture,10,West
TX1001425,22/08/2025,2025-08-31,275.01,Software,0,East
TX1005451,2026-02-15,2026-02-16,1783.78,Services,20,East
TX1007345,2025-07-19,2025-07-25,231.51,Software,15,Central
TX1005682,2026-03-13,2026-03-18,185.03,electronics,0,North
TX1002750,2026-01-16,2026-01-21,1121.07,Electronics,15,North
TX1007267,27/05/2025,2025-05-31,1803.69,electronics,5,South
TX1005899,01/23/2025,2025-02-01,930.0,ELECTRONICS,25,East
TX1008208,27/01/2026,2026-02-01,371.14,Office Supplies,15,Central
TX1013515,03/23/2025,2025-03-31,19.94,Furniture,15,Central
TX1011212,2025-01-12,2025-01-15,2197.95,Software,10,North
TX1003971,02/08/2025,2025-02-13,2444.24,Office Supplies,15,North
TX1007327,11/03/2025,2025-11-13,1654.91,Software,25,Central
TX1007964,12/05/2025,2025-05-20,535.43,Office Supplies,15,Central
TX1000529,2025-10-11,2025-10-16,2567.76,Services,25,Central
TX1002905,2025-04-06,2025-04-15,1504.32,Electronics,0,South
TX1007324,2025-04-08,2025-04-18,529.41,Software,15,Central
TX1014218,2025-07-08,2025-07-10,1665.65,Office Supplies,0,West
TX1001280,11/25/2025,2025-11-26,2418.08,Office Supplies,20,South
TX1001277,25/02/2025,2025-02-27,1369.93,electronics,5,North
TX1006733,2025-05-17,2025-05-27,212.87,Office Supplies,20,East
TX1005360,18/01/2026,2026-01-22,2446.36,Electronics,0,South
TX1002830,2025-04-10,2025-04-16,111.98,Software,10,West
TX1003848,20/12/2025,2025-12-24,154.07,Office Supplies,5,South
TX1013911,2025-04-09,2025-04-14,23.05,Services,25,Central
TX1005207,08/11/2025,2025-08-13,702.0,Electronics ,0,West
TX1010501,02/10/2025,2025-02-18,1711.04, electronics,25,East
TX1002080,21/06/2025,2025-06-30,1359.53,Services,0,South
TX1003609,2026-01-30,2026-02-07,1176.84,electronics,15,Central
TX1001070,19/12/2025,2025-12-27,2679.93,Furniture,20,West
TX1010182,2025-04-17,2025-04-18,2655.96,Office Supplies,15,West
TX1005818,08/03/2025,2025-03-18,894.22,Office Supplies,5,West
TX1013623,2025-06-28,2025-07-05,2115.91,Software,25,East
TX1003103,02/10/2026,2026-02-14,2330.04,Software,0,North
TX1003208,2025-02-08,2025-02-16,2737.57,Furniture,25,South
TX1007142,22/02/2026,2026-02-28,1550.78,Services,15,West
TX1010312,07/09/2025,2025-07-18,2704.3,Services,10,East
TX1012306,09/21/2025,2025-09-23,2016.42,Furniture,0,West
TX1008245,08/19/2025,2025-08-21,950.69,Office Supplies,15,North
TX1006359,11/03/2025,2025-11-13,1982.2,Software,10,North
TX1000290,30/07/2025,2025-08-01,1450.74, electronics,5,South
TX1005830,01/05/2025,2025-01-12,2633.77,ELECTRONICS,10,West
TX1005009,2025-11-09,2025-11-10,1843.43,Furniture,10,East
TX1010965,02/23/2025,2025-03-03,1553.43,Electronics,25,South
TX1005486,02/17/2025,2025-02-24,1076.62,Office Supplies,20,West
TX1003371,21/07/2025,2025-07-25,2337.91,Office Supplies,10,North
TX1001946,2025-11-17,2025-11-24,2288.44, electronics,10,South
TX1009203,2025-05-04,2025-05-11,956.89,Office Supplies,25,North
TX1012501,08/02/2025,2025-08-04,701.68,Software,15,West
TX1005833,2025-01-28,2025-02-07,1299.68,Furniture,25,Central
TX1012711,2025-01-05,2025-01-06,2631.58,Furniture,10,South
TX1009848,08/31/2025,2025-09-09,545.44,Software,20,Central
TX1000854,2025-08-10,2025-08-16,2133.96,Services,15,East
TX1010183,2025-03-26,2025-03-30,2098.73,Electronics ,20,East
TX1004374,15/03/2026,2026-03-23,2194.03,Office Supplies,25,Central
TX1007616,01/02/2025,2025-01-08,745.11,Furniture,20,Central
TX1012928,03/11/2026,2026-03-15,2274.38,Office Supplies,20,West
TX1007679,18/06/2025,2025-06-19,950.37,Office Supplies,25,West
TX1006704,12/28/2025,2025-12-29,651.27,Electronics,10,East
TX1004615,2025-12-08,2025-12-13,1077.64,Software,10,North
TX1005324,2025-08-21,2025-08-31,883.44,Software,10,South
TX1001731,02/15/2026,2026-02-25,793.23,Software,5,North
TX1005461,25/08/2025,2025-08-30,2777.65,Services,0,North
TX1000598,2025-12-05,2025-12-08,1696.85,Furniture,25,East
TX1008906,10/10/2025,2025-10-18,-301.11,Software,10,North
TX1011854,30/10/2025,2025-11-06,993.67,Office Supplies,0,West
TX1004397,2026-02-15,2026-02-16,1968.01,electronics,15,North
TX1002827,04/22/2025,2025-04-30,966.77, electronics,20,West
TX1009733,09/05/2025,2025-05-19,574.91,Office Supplies,15,South
TX1006297,08/13/2025,2025-08-17,2448.49,Furniture,10,North
TX1010539,07/12/2025,2025-07-22,156.74,Office Supplies,25,Central
TX1003934,04/17/2025,2025-04-26,1747.81,Software,20,Central
TX1014591,2025-11-02,2025-11-06,1221.37,ELECTRONICS,25,West
TX1007014,05/10/2025,2025-10-08,1729.94,Furniture,0,East
TX1000670,11/27/2025,2025-12-02,1578.71,Furniture,15,North
TX1014243,2025-04-20,2025-04-24,470.15, electronics,10,West
TX1013455,2025-10-16,2025-10-24,2123.36,Software,20,West
TX1004347,2026-02-07,2026-02-13,81.26,Furniture,0,East
TX1000220,10/15/2025,2025-10-18,1763.32,Services,0,South
TX1006990,02/04/2026,2026-02-13,2471.94,Electronics,25,North
TX1013252,10/30/2025,2025-11-09,1167.68,Services,5,East
TX1010486,2025-01-25,2025-01-31,1587.75,ELECTRONICS,25,South
TX1004876,01/10/2025,2025-10-08,1622.67,Office Supplies,0,West
TX1009721,2025-01-30,2025-02-01,302.19,Furniture,15,East
TX1012954,2026-03-21,2026-03-31,2330.74, electronics,0,Central
TX1007822,2025-10-14,2025-10-20,2294.78,Office Supplies,20,West
TX1005855,12/03/2025,2025-12-06,1618.56,Furniture,10,West
TX1011677,04/01/2026,2026-01-09,658.27,Office Supplies,15,East
TX1000405,12/12/2025,2025-12-21,2009.75,Electronics ,20,East
TX1001742,2026-02-02,2026-02-07,2474.65,Software,0,West
TX1004528,23/03/2026,2026-03-24,2238.57,Software,25,Central
TX1003220,2025-05-09,2025-05-16,2140.72,Services,5,South
TX1000414,19/12/2025,2025-12-27,1841.78,Furniture,10,East
TX1010171,06/08/2025,2025-08-12,1632.0,Software,25,South
TX1007351,09/26/2025,2025-10-01,278.28,Furniture,0,South
TX1000437,03/08/2026,2026-03-13,2529.99,Software,20,East
TX1002125,03/15/2026,2026-03-17,1697.11,Electronics,5,Central
TX1001354,02/03/2025,2025-02-05,2746.41,Services,15,West
TX1009180,2025-12-25,2025-12-31,69.78,Services,15,West
TX1003443,08/09/2025,2025-09-15,1496.74,Furniture,0,East
TX1010469,18/10/2025,2025-10-25,1951.08,Office Supplies,5,West
TX1012556,2025-04-29,2025-05-02,697.92,Software,0,East
TX1013634,01/31/2026,2026-02-01,2768.03,Furniture,20,Central
TX1003947,2025-04-10,2025-04-11,2631.6,Furniture,15,North
TX1004618,11/04/2025,2025-11-11,1585.87,ELECTRONICS,0,East
TX1012200,2026-02-14,2026-02-18,196.98,Software,20,West
TX1013208,01/12/2025,2025-01-22,2516.42,Services,20,South
TX1005034,05/29/2025,2025-06-06,1134.53,Services,15,West
TX1002875,02/07/2026,2026-02-11,1497.51,Office Supplies,0,West
TX1010313,2025-03-29,2025-04-05,2642.58, electronics,0,North
TX1007315,12/17/2025,2025-12-23,2365.77,Furniture,10,West
TX1003643,2025-01-06,2025-01-12,2188.68,Furniture,0,Central
TX1010374,2025-04-13,2025-04-23,1918.93,electronics,5,Central
TX1005857,2026-02-19,2026-02-20,2386.47, electronics,25,South
TX1010604,2025-08-17,2025-08-25,100.89,Services,15,North
TX1009178,07/15/2025,2025-07-18,728.43,Office Supplies,0,West
TX1009786,2025-12-16,2025-12-25,1574.07,Office Supplies,20,Central
TX1009327,2026-03-05,2026-03-08,1052.54,Office Supplies,20,Central
TX1011642,2026-03-18,2026-03-28,440.9,Software,10,East
TX1004286,08/19/2025,2025-08-29,409.81,Office Supplies,20,West
TX1004190,23/08/2025,2025-09-01,457.26,Furniture,0,Central
TX1009488,18/05/2025,2025-05-26,90.48,Services,25,South
TX1012496,17/10/2025,2025-10-23,47.97,Office Supplies,20,North
TX1012716,11/16/2025,2025-11-17,1636.54,Software,15,West
TX1005208,01/22/2025,2025-02-01,1298.68,Furniture,20,Central
TX1014166,2025-02-11,2025-02-16,1284.07,ELECTRONICS,5,North
TX1009822,10/05/2025,2025-10-12,1143.42,Software,15,North
TX1000722,01/29/2025,2025-01-31,487.89,Services,5,Central
TX1007678,06/22/2025,2025-07-02,2319.31,Furniture,20,North
TX1006982,2026-01-06,2026-01-16,1600.54,Office Supplies,0,East
TX1011355,2025-09-20,2025-09-23,1480.99,Electronics ,15,East
TX1002817,01/21/2026,2026-01-31,2203.08,Software,20,South
TX1013415,2026-03-09,2026-03-15,2205.84,Software,15,East
